Well_ID,Region,Operator,Maintenance_Type,Shift,Equipment_Status,Weather_Condition,Alert_Level,Production_Date,Last_Maintenance_Date,No_of_Incidents,Production_Barrels,Temperature_C
W-413,Algeria,BP,Emergency,Day,Active,Sandstorm,Critical,2023-09-23,2022-07-08,1,382.0209580131531,35.796092573579415
W-414,Qatar,Chevron,Emergency,Day,Standby,Rainy,Critical,2024-05-23,2023-02-26,3,374.3829112662119,30.553204435881682
W-415,Abu Dhabi,TotalEnergies,Corrective,Night,Standby,Cloudy,Medium,2023-05-04,2022-10-01,3,668.8592287486285,33.94084311721953
W-416,Algeria,ExxonMobil,Corrective,Day,Active,Windy,Low,2024-07-25,2023-05-06,1,485.16866965191423,31.300799918642543
W-417,Texas,TotalEnergies,Emergency,Day,Standby,Sandstorm,Medium,2023-07-25,2023-06-25,3,392.6549145047414,35.98592059098508
W-418,Texas,Shell,Routine,Night,Active,Sandstorm,High,2024-08-14,2022-11-29,3,625.3541467266343,31.863005871084322
W-419,Algeria,BP,Corrective,Day,Standby,Rainy,Critical,2024-05-18,2023-03-03,7,560.41769559248,36.784400362495184
W-420,Qatar,Shell,Routine,Night,Standby,Rainy,Medium,2024-04-30,2022-11-15,4,588.3984831962365,44.742907295243604
W-421,Texas,TotalEnergies,Routine,Day,Standby,Sunny,Medium,2023-07-10,2023-01-08,3,398.90725018883836,29.22793891718512
W-422,Qatar,TotalEnergies,Corrective,Day,Active,Windy,Critical,2023-01-06,2022-09-04,3,544.9790409295166,38.61927606809235
W-423,Texas,Chevron,Corrective,Night,Standby,Sunny,Critical,2023-08-18,2023-05-24,1,649.5543393107791,22.73585118686557
W-424,Texas,ExxonMobil,Routine,Night,Active,Sandstorm,Critical,2023-07-01,2022-06-07,5,576.8953232777862,33.83614281342189
W-425,North Sea,ExxonMobil,Routine,Day,Active,Cloudy,High,2023-01-23,2022-12-21,2,610.3843902023707,36.144523879752875
W-426,Texas,Shell,Emergency,Night,Standby,Cloudy,Critical,2023-10-31,2023-05-10,2,668.3771059955483,31.259936580807988
W-427,Abu Dhabi,BP,Emergency,Day,Standby,Rainy,Low,2023-08-30,2022-12-16,2,551.3203663706427,26.06303588496825
W-428,Algeria,ExxonMobil,Corrective,Day,Active,Cloudy,Medium,2024-01-16,2023-08-08,5,432.18548871410013,34.80980110615065
W-429,Algeria,Chevron,Emergency,Night,Active,Cloudy,Critical,2024-01-08,2023-04-01,2,605.2533384238344,42.66057698243143
W-430,Qatar,Shell,Emergency,Day,Failure,Cloudy,Critical,2023-03-14,2023-01-16,1,367.31535789192515,34.26775321658313
W-431,Texas,Shell,Emergency,Day,Active,Sandstorm,High,2024-08-09,2022-08-06,7,473.32166073467494,37.79286861966804
W-432,Abu Dhabi,Chevron,Emergency,Night,Failure,Cloudy,High,2023-04-23,2023-01-20,6,570.5695074954992,40.634403208806816
W-433,Qatar,BP,Routine,Night,Failure,Cloudy,Medium,2023-09-25,2022-10-23,2,113.91453328524585,47.35737272752969
W-434,North Sea,Chevron,Corrective,Day,Failure,Cloudy,Low,2023-10-20,2022-06-10,2,530.295603841576,29.738561818465875
W-435,Qatar,BP,Emergency,Night,Standby,Sunny,Medium,2024-05-02,2023-01-03,3,535.9551286313372,30.254446802236675
W-436,Qatar,Chevron,Routine,Night,Standby,Sandstorm,Critical,2023-03-01,2022-07-24,4,363.68780941252675,33.53882731191077
W-437,Texas,Chevron,Routine,Night,Active,Rainy,Low,2023-09-15,2022-11-02,2,539.1032710099178,38.07718319177158
W-438,North Sea,TotalEnergies,Routine,Night,Failure,Sunny,Low,2024-01-13,2022-07-26,2,522.7938201507269,23.396492082671593
W-439,Qatar,Shell,Emergency,Day,Standby,Windy,Low,2023-05-10,2022-07-31,2,504.0766136460369,38.26879464000362
W-440,Abu Dhabi,Chevron,Emergency,Day,Standby,Sandstorm,Low,2024-01-12,2022-09-28,4,642.7320564514212,35.74132027024046
W-441,Abu Dhabi,Chevron,Corrective,Day,Standby,Sandstorm,Medium,2024-07-08,2024-01-21,5,605.4691227820642,32.330278219991925
W-442,Algeria,ExxonMobil,Emergency,Night,Standby,Windy,High,2024-08-21,2022-06-02,3,576.797942085601,37.127549748926434
W-443,North Sea,Shell,Emergency,Night,Standby,Windy,High,2023-01-20,2022-11-27,3,377.09341649085644,39.44824616182181
W-444,North Sea,ExxonMobil,Routine,Night,Failure,Windy,Critical,2023-05-22,2022-08-24,2,497.91903977795414,40.14010887944066
W-445,Algeria,Shell,Corrective,Night,Failure,Rainy,High,2023-07-06,2023-04-30,5,642.132168764708,35.07381690526578
W-446,Qatar,ExxonMobil,Emergency,Night,Failure,Cloudy,High,2023-08-28,2022-07-27,2,474.24058139824484,36.630164981044935
W-447,North Sea,Chevron,Emergency,Night,Failure,Sandstorm,High,2023-05-26,2023-04-11,3,686.5114423296284,36.44160909591203
W-448,Abu Dhabi,Chevron,Routine,Night,Active,Cloudy,High,2023-05-03,2023-04-22,3,580.3032087681802,41.155986403232646
W-449,Abu Dhabi,TotalEnergies,Routine,Day,Failure,Cloudy,Critical,2024-07-26,2022-06-01,2,705.1472675470693,36.90608107304914
W-450,Texas,ExxonMobil,Emergency,Day,Standby,Windy,Medium,2024-07-05,2023-11-19,1,371.9201332418251,38.2261164126145
W-451,North Sea,BP,Corrective,Night,Failure,Rainy,Low,2023-01-29,2023-01-02,1,481.4410953650352,39.46330274731844
W-452,Qatar,TotalEnergies,Corrective,Night,Active,Sunny,High,2023-07-23,2022-11-05,4,492.78427723903377,44.792820334785304
W-453,Algeria,ExxonMobil,Routine,Night,Standby,Rainy,Medium,2023-09-01,2023-07-05,1,572.7407967722244,32.07092570165342
W-454,Algeria,ExxonMobil,Routine,Day,Failure,Cloudy,High,2023-05-24,2023-05-07,3,411.36829017409855,43.12854346923612
W-455,Qatar,TotalEnergies,Emergency,Day,Failure,Rainy,High,2024-01-13,2023-03-18,2,307.0871551956226,47.35549889790489
W-456,Texas,Chevron,Routine,Night,Failure,Windy,Low,2024-01-20,2022-12-07,1,545.3837248374151,32.38978617129503
W-457,Algeria,ExxonMobil,Emergency,Night,Standby,Sunny,Low,2024-05-25,2023-09-17,6,456.0232102495919,33.91604928041591
W-458,North Sea,Chevron,Corrective,Day,Standby,Windy,Low,2024-03-20,2023-07-15,2,443.51635498397985,32.85774519455414
W-459,Texas,TotalEnergies,Corrective,Day,Active,Sunny,High,2023-11-22,2023-11-16,4,416.86293015664836,38.28444203594532
W-460,North Sea,Chevron,Emergency,Day,Standby,Cloudy,High,2024-01-28,2023-07-21,4,514.8666509420891,25.69161681957027
W-461,Abu Dhabi,Shell,Routine,Day,Standby,Sunny,High,2023-06-14,2022-10-25,7,370.77709652550277,32.50250938252413
W-462,Texas,BP,Corrective,Night,Failure,Sunny,Low,2023-12-22,2023-12-11,2,476.6965103558368,33.63178911453761
W-463,Algeria,ExxonMobil,Routine,Day,Standby,Sunny,Critical,2023-10-21,2022-08-02,8,400.55444220946134,33.19452821732067
W-464,Texas,BP,Corrective,Day,Failure,Rainy,Medium,2023-03-22,2022-11-08,3,426.89871032162733,33.14418764739734
W-465,Texas,Chevron,Emergency,Night,Failure,Rainy,Critical,2023-05-26,2023-04-09,4,542.457222172755,32.55370210864123
W-466,Texas,ExxonMobil,Emergency,Day,Standby,Cloudy,High,2023-06-25,2023-05-06,4,578.1691834523355,38.88692833243
W-467,Texas,Chevron,Emergency,Day,Active,Sunny,High,2024-07-08,2022-06-10,5,463.26740880338696,37.69122109450148
W-468,North Sea,Shell,Corrective,Day,Active,Sandstorm,Critical,2023-05-19,2023-03-13,1,616.1396472206645,43.517004725243936
W-469,Abu Dhabi,TotalEnergies,Routine,Night,Standby,Cloudy,High,2023-06-23,2023-01-03,3,383.27436908754675,38.89966679282962
W-470,Qatar,ExxonMobil,Routine,Day,Active,Sunny,Medium,2023-08-10,2023-01-30,2,317.61216739996155,29.512054444474128
W-471,Texas,Shell,Routine,Night,Failure,Sunny,High,2024-02-03,2023-09-29,1,339.6409776181031,34.149814652353925
W-472,Algeria,Shell,Corrective,Night,Failure,Rainy,Medium,2023-03-12,2023-01-14,2,370.9511849463389,33.618840858144225
W-473,Texas,ExxonMobil,Corrective,Day,Standby,Cloudy,Critical,2024-07-26,2022-06-29,3,342.45281190604646,36.276191192148836
W-474,Algeria,Chevron,Corrective,Day,Active,Sunny,Critical,2024-06-03,2022-09-14,7,742.5384701475496,40.46624819788689
W-475,North Sea,Shell,Corrective,Day,Active,Sunny,High,2023-12-13,2023-11-19,4,313.973505488429,35.92917529164386
W-476,Algeria,BP,Corrective,Day,Failure,Cloudy,Medium,2024-02-09,2022-07-13,1,612.4914684076296,35.94245911483184
W-477,Qatar,Shell,Routine,Night,Standby,Sandstorm,High,2023-01-10,2022-12-30,1,496.984538107127,35.05020941624839
W-478,Abu Dhabi,Chevron,Corrective,Day,Active,Cloudy,Low,2023-07-23,2023-03-29,1,526.9520560301492,39.05291995039638
W-479,Algeria,Chevron,Corrective,Day,Standby,Cloudy,Low,2024-04-22,2023-03-23,4,391.31243447474424,32.15547415522057
W-480,Algeria,BP,Routine,Day,Active,Sandstorm,Low,2023-02-16,2022-06-03,6,539.0543269873621,27.714951104571455
W-481,Abu Dhabi,Shell,Corrective,Night,Failure,Cloudy,Low,2023-06-19,2023-03-28,6,390.3297733915162,38.222894881056156
W-482,Qatar,Chevron,Routine,Day,Failure,Sunny,High,2023-12-18,2023-01-17,0,610.7319418434136,36.87583574087736
W-483,Texas,ExxonMobil,Routine,Day,Standby,Cloudy,Low,2023-06-03,2023-05-08,8,620.6616173425081,41.617091375739896
W-484,Algeria,TotalEnergies,Emergency,Night,Failure,Sandstorm,Medium,2024-07-14,2022-09-04,3,483.8165675760894,22.860438913935724
W-485,Abu Dhabi,TotalEnergies,Emergency,Night,Active,Windy,Critical,2023-03-20,2022-12-30,4,491.6763073574866,34.49825300072606
W-486,North Sea,TotalEnergies,Emergency,Day,Failure,Cloudy,Critical,2024-04-23,2023-02-07,2,551.92686793122,35.53356776414588
W-487,Abu Dhabi,Shell,Emergency,Day,Standby,Rainy,Low,2023-11-01,2023-01-21,2,545.7931313669345,27.445610207920286
W-488,North Sea,BP,Corrective,Day,Standby,Sunny,Low,2024-03-26,2023-07-05,2,622.897564776034,34.56701823539832
W-489,Qatar,Chevron,Emergency,Day,Standby,Sunny,Low,2023-07-06,2022-10-08,0,619.5015110252359,40.93461334117718
W-490,Texas,ExxonMobil,Routine,Day,Active,Rainy,High,2023-11-05,2022-10-11,6,496.5390883185061,45.43057353866048
W-491,Abu Dhabi,ExxonMobil,Corrective,Night,Active,Rainy,Critical,2024-05-29,2023-08-12,4,442.7330618054067,39.91203449679331
W-492,Algeria,Shell,Emergency,Night,Active,Cloudy,Low,2023-10-08,2023-03-28,3,597.3943745433772,33.3776430941995
W-493,Qatar,TotalEnergies,Routine,Day,Active,Rainy,Medium,2023-08-04,2023-02-05,3,481.2457101335079,41.30757590235626
W-494,Abu Dhabi,Shell,Corrective,Day,Active,Windy,Low,2023-11-18,2022-09-10,1,513.649273074383,39.557013080496816
W-495,Algeria,BP,Corrective,Night,Failure,Sandstorm,Critical,2024-03-06,2022-09-21,5,563.6379468621309,32.5780471592858
W-496,Abu Dhabi,BP,Emergency,Day,Active,Rainy,Low,2023-09-24,2022-06-07,3,617.0668366490429,32.0910199034983
W-497,North Sea,Chevron,Corrective,Day,Active,Rainy,Critical,2024-07-17,2022-07-25,4,531.3017770289944,34.15748979735726
W-498,Abu Dhabi,Chevron,Routine,Day,Failure,Windy,Low,2023-06-26,2023-05-01,2,429.5362464951336,29.745754877415607
W-499,Abu Dhabi,BP,Corrective,Day,Active,Sunny,Medium,2023-10-13,2023-09-11,0,715.641241263734,33.446040444723046
W-500,Abu Dhabi,BP,Routine,Day,Standby,Sunny,Low,2024-03-30,2022-11-20,1,683.6410173852095,37.43376460781601
W-501,Qatar,BP,Corrective,Night,Active,Cloudy,Medium,2024-02-18,2022-12-14,1,377.83959712970017,40.1925363308563
W-502,Abu Dhabi,Shell,Emergency,Day,Active,Windy,Medium,2024-06-02,2022-08-09,4,390.5874107690759,33.105739496605054
W-503,Algeria,BP,Routine,Day,Standby,Sandstorm,Low,2024-08-21,2023-01-20,0,405.6783821769111,41.94210434290202
W-504,North Sea,ExxonMobil,Corrective,Day,Standby,Sandstorm,Medium,2023-09-14,2022-06-23,2,601.8261070057773,38.25052733417755
W-505,North Sea,TotalEnergies,Corrective,Night,Standby,Windy,High,2023-03-08,2022-12-23,3,720.21718300682,38.47826509463186
W-506,Abu Dhabi,BP,Corrective,Night,Standby,Sandstorm,Low,2023-01-19,2022-11-01,3,439.247207939454,30.404941230044592
W-507,Qatar,TotalEnergies,Routine,Night,Active,Sunny,Low,2024-03-12,2024-01-16,3,520.3122029498687,44.03880110386784
W-508,Qatar,Shell,Routine,Night,Standby,Sandstorm,Medium,2024-06-08,2023-11-12,1,409.68729676808965,37.76682226010795
W-509,Algeria,TotalEnergies,Routine,Day,Standby,Sandstorm,Medium,2023-05-13,2023-03-11,2,704.0231317859549,33.33666318551831
W-510,Abu Dhabi,Shell,Emergency,Night,Failure,Windy,Low,2023-04-06,2023-03-01,3,598.9794010251779,32.4544138112831
W-511,North Sea,ExxonMobil,Emergency,Day,Standby,Windy,High,2023-02-07,2022-09-23,4,401.04373233153683,33.447739286500884
W-512,Qatar,Shell,Routine,Day,Standby,Sandstorm,Medium,2024-05-08,2023-03-05,4,247.71906668571768,29.90831227561133
W-513,Abu Dhabi,Shell,Corrective,Night,Failure,Rainy,Medium,2023-07-06,2023-05-21,1,624.5104469313881,39.94150272174746
W-514,Qatar,Chevron,Emergency,Night,Failure,Windy,Critical,2023-08-30,2022-07-01,0,431.30182325426875,30.420389548647965
W-515,Qatar,BP,Routine,Night,Active,Cloudy,High,2023-10-29,2023-09-01,3,601.1278603053111,36.44912419437429
W-516,North Sea,BP,Corrective,Night,Failure,Cloudy,High,2024-05-18,2022-12-22,4,535.2428404220498,32.75041376899308
W-517,Texas,ExxonMobil,Emergency,Night,Active,Sunny,Low,2024-01-26,2023-11-22,0,279.8844760731138,38.353982344591735
W-518,Algeria,ExxonMobil,Corrective,Day,Failure,Sandstorm,High,2024-01-05,2023-12-17,1,403.1867921831566,39.03352408130957
W-519,Algeria,BP,Corrective,Night,Failure,Rainy,Low,2023-04-16,2023-02-02,4,457.5026375256706,31.78047468790439
W-520,North Sea,Chevron,Corrective,Night,Active,Sunny,Critical,2023-11-04,2023-07-04,2,418.90520128984065,34.83063167121009
W-521,Qatar,BP,Corrective,Night,Failure,Sandstorm,High,2024-03-05,2023-02-27,5,513.9401941862462,27.783042692027976
W-522,Abu Dhabi,Chevron,Emergency,Day,Active,Windy,Medium,2024-08-06,2023-10-15,5,548.1657735381582,43.50271587656907
W-523,Qatar,ExxonMobil,Emergency,Night,Failure,Cloudy,Critical,2023-05-01,2023-03-19,4,714.7231925008497,40.34001553464921
W-524,North Sea,TotalEnergies,Emergency,Day,Standby,Rainy,Low,2023-01-06,2022-12-10,2,556.6656172251761,28.022305501512257
W-525,Algeria,ExxonMobil,Routine,Night,Failure,Cloudy,Critical,2023-02-15,2022-12-04,5,678.9321278863852,30.665478973256597
W-526,Qatar,ExxonMobil,Emergency,Night,Active,Windy,Low,2023-08-14,2023-05-31,6,442.78198573504466,34.3259083990083
W-527,Algeria,Shell,Corrective,Day,Failure,Sandstorm,Critical,2024-05-07,2023-10-23,1,639.825609621641,35.19380360030741
W-528,Abu Dhabi,Shell,Emergency,Night,Active,Windy,Low,2023-01-05,2022-10-14,2,454.25622914120856,31.569743497367252
W-529,Algeria,Shell,Corrective,Day,Active,Windy,High,2023-10-02,2023-09-26,2,389.9579838229254,29.27536001147363
W-530,Algeria,Shell,Routine,Day,Standby,Cloudy,Medium,2023-07-17,2023-04-02,2,384.88678901465175,36.97515655433078
W-531,Texas,Chevron,Corrective,Day,Standby,Rainy,Low,2023-02-01,2022-07-08,3,182.96536897478387,43.69742235259344
W-532,Texas,BP,Corrective,Night,Active,Windy,Critical,2023-09-28,2023-01-17,1,602.489914752819,35.27332709202307
W-533,Texas,TotalEnergies,Corrective,Night,Failure,Cloudy,Low,2023-06-02,2023-02-22,4,345.1765956391989,33.541438979094394
W-534,Algeria,ExxonMobil,Routine,Night,Active,Rainy,Low,2023-07-31,2022-08-24,2,668.9774281536461,33.015802934970665
W-535,North Sea,Chevron,Emergency,Day,Active,Sandstorm,Low,2024-02-28,2022-08-01,0,479.0935397215351,29.516381746780795
W-536,Algeria,TotalEnergies,Emergency,Night,Failure,Sandstorm,Critical,2023-11-09,2023-04-18,1,313.41623022382885,31.64007624254662
W-537,North Sea,Chevron,Routine,Day,Failure,Sunny,Medium,2023-03-16,2022-07-22,5,365.872380435143,40.68055540181832
W-538,North Sea,Chevron,Corrective,Night,Failure,Cloudy,High,2024-07-30,2022-11-29,5,522.8761930777197,24.645749960336047
W-539,Texas,ExxonMobil,Emergency,Day,Failure,Rainy,Medium,2024-01-17,2023-08-21,3,274.4051032947339,35.35051661823651
W-540,Qatar,BP,Routine,Day,Active,Windy,Low,2024-04-04,2023-12-31,2,570.7934008345236,35.13977333429678
W-541,Abu Dhabi,Shell,Emergency,Day,Active,Sandstorm,Critical,2023-02-17,2022-12-26,1,318.040125432866,35.59199666744822
W-542,Texas,BP,Routine,Night,Standby,Rainy,Medium,2023-01-29,2023-01-03,2,411.3228401762572,38.637088542117596
W-543,Texas,ExxonMobil,Corrective,Day,Active,Cloudy,Low,2023-01-12,2022-11-05,3,523.8464402449869,35.30580631784487
W-544,Qatar,ExxonMobil,Emergency,Day,Failure,Sunny,High,2023-04-24,2022-11-24,3,556.1132828207838,32.73020283839492
W-545,Abu Dhabi,ExxonMobil,Routine,Day,Standby,Sandstorm,High,2023-09-06,2023-07-09,5,595.7263755513125,31.716886209056078
W-546,Algeria,TotalEnergies,Emergency,Day,Failure,Rainy,High,2024-07-15,2023-07-27,3,343.2144783784296,41.49171881574116
W-547,Algeria,BP,Emergency,Day,Active,Rainy,Low,2023-10-02,2023-01-10,2,462.985664838539,40.20525988777902
W-548,Texas,BP,Emergency,Day,Standby,Rainy,Critical,2023-06-24,2022-06-11,5,631.159940238095,49.388187598056454
W-549,Abu Dhabi,Chevron,Emergency,Night,Failure,Cloudy,Medium,2023-12-04,2023-07-27,3,463.0145640780643,33.595057856587005
W-550,Texas,Chevron,Routine,Night,Standby,Cloudy,High,2023-03-09,2022-06-14,4,535.3129341445355,31.80893496347684
W-551,North Sea,Chevron,Corrective,Day,Standby,Cloudy,Low,2024-01-01,2023-06-14,4,519.4927110132883,37.26583448150251
W-552,Texas,ExxonMobil,Routine,Night,Active,Windy,Low,2023-12-08,2022-09-07,4,656.148458154939,37.145082459315276
W-553,Texas,BP,Routine,Night,Failure,Rainy,Medium,2024-04-20,2023-05-06,5,444.09089669892546,38.18177539441392
W-554,Algeria,ExxonMobil,Routine,Day,Standby,Sandstorm,High,2024-08-15,2023-03-30,4,333.2061285556357,39.235654386781825
W-555,Algeria,TotalEnergies,Corrective,Day,Standby,Cloudy,Low,2023-05-31,2022-06-09,4,383.85537318369217,38.1333680605167
W-556,Algeria,Chevron,Emergency,Day,Failure,Cloudy,Medium,2023-11-02,2023-01-04,0,522.6612775980226,40.37515802991602
W-557,North Sea,ExxonMobil,Emergency,Night,Standby,Rainy,Critical,2024-06-29,2023-05-27,4,311.6551104403931,41.04002655292743
W-558,Algeria,ExxonMobil,Emergency,Day,Standby,Cloudy,Critical,2024-04-16,2023-10-23,2,434.6703217919033,41.129223582657296
W-559,Abu Dhabi,TotalEnergies,Corrective,Night,Standby,Windy,Critical,2023-10-20,2023-09-28,5,509.04996715690373,23.69331024890902
W-560,Qatar,Shell,Emergency,Day,Failure,Windy,High,2024-07-21,2023-03-18,5,408.00894744279105,36.161904512854704
W-561,Abu Dhabi,BP,Corrective,Night,Failure,Cloudy,Medium,2023-02-04,2022-12-05,2,539.2223897304001,30.38394905727727
W-562,Abu Dhabi,Shell,Emergency,Day,Failure,Rainy,Medium,2024-07-12,2022-12-07,4,586.9294114817942,40.277238828510164
W-563,Algeria,Chevron,Emergency,Day,Failure,Rainy,Low,2023-01-31,2022-12-23,0,554.589031994321,23.588491524503546
W-564,Qatar,ExxonMobil,Routine,Night,Active,Rainy,Low,2023-11-25,2022-09-25,2,314.29940479373266,42.346126388666214
W-565,Qatar,TotalEnergies,Corrective,Night,Standby,Sunny,Low,2024-06-18,2023-05-04,0,509.50186250835526,30.676501428161735
W-566,Qatar,TotalEnergies,Routine,Night,Failure,Cloudy,Medium,2023-06-07,2022-12-06,6,518.89307682065,29.53068180009233
W-567,North Sea,BP,Routine,Night,Standby,Rainy,Low,2023-10-11,2022-07-21,4,454.2883858145009,36.78124660348787
W-568,Algeria,Shell,Routine,Night,Standby,Windy,Medium,2023-07-14,2023-05-06,5,537.5973215427646,33.133646213345735
W-569,Qatar,BP,Corrective,Night,Active,Sandstorm,Medium,2024-07-25,2023-07-30,6,533.2909490894729,43.89694653802121
W-570,North Sea,ExxonMobil,Corrective,Day,Failure,Sandstorm,Critical,2024-05-09,2023-01-02,5,489.094971576444,41.815165735637976
W-571,Texas,BP,Emergency,Night,Failure,Rainy,Low,2024-03-01,2022-07-17,5,379.48739863840166,32.44582648760962
W-572,Texas,TotalEnergies,Routine,Day,Standby,Sandstorm,Critical,2023-12-19,2023-02-11,2,496.8054857239841,40.212424801029016
W-573,North Sea,TotalEnergies,Emergency,Day,Failure,Sandstorm,High,2024-05-07,2023-02-21,3,724.0317113209295,32.273565498486235
W-574,North Sea,Chevron,Routine,Night,Standby,Sunny,High,2023-08-24,2023-07-07,9,452.9231565181169,32.23042687291994
W-575,Algeria,Chevron,Corrective,Day,Standby,Windy,High,2023-09-26,2022-12-07,0,625.6766549811208,38.570923790314644
W-576,Algeria,ExxonMobil,Corrective,Night,Active,Windy,Medium,2024-03-14,2023-07-15,1,504.6628424681145,42.279205452345764
W-577,Texas,Shell,Corrective,Night,Active,Sunny,Medium,2023-08-03,2023-06-13,3,403.912522959637,32.79463741093925
W-578,Qatar,BP,Routine,Day,Active,Sunny,Medium,2023-02-08,2022-10-21,6,464.40839621367434,33.175356132489284
W-579,Texas,ExxonMobil,Corrective,Day,Standby,Sandstorm,Low,2023-02-14,2022-12-03,1,497.97555515502785,36.50602359545861
W-580,Qatar,Chevron,Routine,Night,Failure,Cloudy,Critical,2023-03-11,2023-01-18,5,578.6253759534686,30.53004762765201
W-581,Qatar,BP,Emergency,Night,Active,Sandstorm,Medium,2024-06-05,2022-11-08,3,785.6054538583194,42.82705194913126
W-582,Algeria,Chevron,Routine,Day,Failure,Sunny,Critical,2023-10-11,2023-02-08,5,506.5597527217128,30.482236957191823
W-583,Abu Dhabi,BP,Emergency,Day,Active,Windy,Critical,2024-03-03,2022-07-27,7,352.29689224501317,31.834031172320024
W-584,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Critical,2023-08-24,2022-08-15,5,301.45071184661793,43.83619535519768
W-585,North Sea,ExxonMobil,Emergency,Day,Standby,Cloudy,Low,2023-06-05,2023-02-04,6,449.3858516806081,36.072942144442514
W-586,Algeria,BP,Corrective,Night,Active,Sandstorm,Low,2023-07-28,2023-05-14,1,364.62945200200556,44.71791714409803
W-587,Qatar,TotalEnergies,Emergency,Night,Active,Rainy,High,2024-04-21,2023-11-23,2,566.9487557047116,33.90361239657767
W-588,Abu Dhabi,TotalEnergies,Corrective,Night,Standby,Sandstorm,High,2024-01-11,2023-07-04,1,567.8306868207699,47.59759409936178
W-589,Qatar,BP,Corrective,Night,Failure,Sunny,Critical,2024-07-16,2022-08-03,5,482.48294812307756,38.07824990248074
W-590,Abu Dhabi,BP,Emergency,Day,Active,Windy,High,2024-02-12,2023-07-09,2,578.8863725479525,31.23782023694042
W-591,Abu Dhabi,BP,Routine,Day,Standby,Windy,Critical,2023-12-09,2023-06-17,2,507.77112173230427,31.16081190662654
W-592,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sunny,Low,2024-01-02,2023-09-27,2,724.1088554442027,27.71396044599456
W-593,Algeria,TotalEnergies,Routine,Night,Standby,Rainy,Low,2024-07-19,2023-10-09,2,575.134993562604,28.26092526995297
W-594,Texas,BP,Routine,Night,Failure,Sunny,Low,2024-04-17,2023-11-03,2,607.4740491377923,31.702342077753194
W-595,Qatar,Chevron,Routine,Night,Failure,Sandstorm,Medium,2023-01-15,2022-12-03,2,326.2247107015714,30.042007802084406
W-596,Algeria,Chevron,Corrective,Night,Standby,Sunny,Critical,2023-11-17,2023-07-24,6,359.45174633249144,22.11034403862754
W-597,Algeria,Shell,Routine,Night,Standby,Sunny,Low,2024-02-18,2022-11-08,0,557.4606111325368,39.207604959404655
W-598,Algeria,ExxonMobil,Corrective,Night,Standby,Rainy,Critical,2024-03-25,2024-01-21,1,314.0931790152404,38.876688604530266
W-599,Algeria,Chevron,Corrective,Night,Failure,Sandstorm,High,2023-05-08,2022-09-14,4,425.06289885498774,36.54188438487892
W-600,Algeria,TotalEnergies,Corrective,Night,Active,Cloudy,High,2024-06-04,2022-06-07,6,641.5295135706065,29.325167915236214
W-601,North Sea,Chevron,Emergency,Day,Failure,Cloudy,Low,2024-07-27,2022-08-29,3,422.4973040353446,43.23396054377656
W-602,Qatar,Shell,Emergency,Night,Standby,Windy,Critical,2023-05-23,2023-02-16,3,354.8320752455467,34.10915954851714
W-603,Algeria,Shell,Corrective,Day,Standby,Sunny,Low,2024-06-13,2023-02-24,3,580.1051973566978,30.833835972576182
W-604,Qatar,ExxonMobil,Emergency,Day,Failure,Windy,High,2023-02-28,2023-02-24,4,748.8238695249014,36.16293066171662
W-605,North Sea,Chevron,Routine,Night,Standby,Rainy,Low,2023-02-03,2022-11-15,1,402.9625811764954,35.87619585774355
W-606,North Sea,TotalEnergies,Routine,Night,Failure,Cloudy,Critical,2023-03-19,2023-01-05,4,646.8830957771404,22.486248083810345
W-607,Qatar,TotalEnergies,Corrective,Day,Standby,Sunny,High,2023-02-04,2022-12-04,4,388.01900401225544,34.84527312573055
W-608,Abu Dhabi,BP,Routine,Day,Active,Rainy,Medium,2024-05-22,2022-10-04,4,486.5038662671584,35.60269512734853
W-609,Texas,TotalEnergies,Corrective,Night,Active,Rainy,High,2023-02-05,2022-12-25,1,491.70404723586245,33.10629412977925
W-610,Abu Dhabi,ExxonMobil,Corrective,Day,Standby,Sunny,Medium,2023-06-12,2023-05-22,2,406.16219119016404,28.392725695094086
W-611,Abu Dhabi,ExxonMobil,Routine,Night,Failure,Rainy,Low,2023-03-04,2022-12-09,1,605.0474373857766,28.54002695830566
W-612,Abu Dhabi,TotalEnergies,Emergency,Night,Active,Sunny,Low,2023-06-27,2023-06-13,2,315.2334907371074,37.5703271540949
W-613,Algeria,TotalEnergies,Routine,Night,Failure,Sunny,Critical,2023-02-24,2022-11-02,2,523.4057132190894,38.808004914700966
W-614,North Sea,BP,Routine,Day,Standby,Sandstorm,Medium,2024-02-05,2023-09-24,3,628.8997493831514,32.759952525513846
W-615,Abu Dhabi,TotalEnergies,Corrective,Day,Failure,Windy,Low,2023-03-21,2023-02-21,2,595.0596163093045,36.91158866021378
W-616,North Sea,BP,Corrective,Night,Active,Rainy,Medium,2024-05-26,2023-03-30,5,558.9458072942789,32.71040872453077
W-617,Qatar,BP,Corrective,Day,Failure,Rainy,Low,2024-05-05,2022-07-07,5,690.2359271841606,30.733804986284333
W-618,Texas,TotalEnergies,Corrective,Day,Failure,Sandstorm,High,2023-01-09,2022-12-22,3,473.6459159503177,36.07248443044328
W-619,Qatar,Shell,Emergency,Day,Standby,Sandstorm,Low,2024-06-21,2023-06-05,5,317.03286216599315,29.254524988732406
